date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:34:15	862228/862228	---M-Z	200	added ('OK')	text/html	etag:%22d2814-625c641fe65d9-gzip%22	https://themesflat.co/html/autodeal/home06.html	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/home06.html	(from https://themesflat.co/html/autodeal/index.html)
17:34:15	595390/595390	---M-Z	200	added ('OK')	text/html	etag:%22915be-625c641fcfe78-gzip%22	https://themesflat.co/html/autodeal/home07.html	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/home07.html	(from https://themesflat.co/html/autodeal/index.html)
17:34:15	667319/667319	---M-Z	200	added ('OK')	text/html	etag:%22a2eb7-625c64223dfbc-gzip%22	https://themesflat.co/html/autodeal/home08.html	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/home08.html	(from https://themesflat.co/html/autodeal/index.html)
17:34:15	1214962/1214962	---MCZ	200	added ('OK')	text/html	etag:%221289f2-625c642315518-gzip%22	https://themesflat.co/html/autodeal/home09.html	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/home09.html	(from https://themesflat.co/html/autodeal/index.html)
17:34:16	887559/887559	---M-Z	200	added ('OK')	text/html	etag:%22d8b07-625c6425004ad-gzip%22	https://themesflat.co/html/autodeal/home10.html	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/home10.html	(from https://themesflat.co/html/autodeal/index.html)
17:34:16	252855/252855	---M-Z	200	added ('OK')	text/html	etag:%223dbb7-625c643060ee5-gzip%22	https://themesflat.co/html/autodeal/listing-list.html	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/listing-list.html	(from https://themesflat.co/html/autodeal/index.html)
17:34:16	222748/222748	---M-Z	200	added ('OK')	text/html	etag:%223661c-625c642c21066-gzip%22	https://themesflat.co/html/autodeal/listing-grid.html	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/listing-grid.html	(from https://themesflat.co/html/autodeal/index.html)
17:34:16	1023842/1023842	---M-Z	200	added ('OK')	text/html	etag:%22f9f62-625c642e41775-gzip%22	https://themesflat.co/html/autodeal/listing-grid2.html	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/listing-grid2.html	(from https://themesflat.co/html/autodeal/index.html)
17:34:17	125722/125722	---M-Z	200	added ('OK')	text/html	etag:%221eb1a-625c643011958-gzip%22	https://themesflat.co/html/autodeal/listing-grid-map.html	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/listing-grid-map.html	(from https://themesflat.co/html/autodeal/index.html)
17:34:17	136254/136254	---M-Z	200	added ('OK')	text/html	etag:%222143e-625c64321769e-gzip%22	https://themesflat.co/html/autodeal/listing-list-map.html	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/listing-list-map.html	(from https://themesflat.co/html/autodeal/index.html)
17:34:17	311806/311806	---M-Z	200	added ('OK')	text/html	etag:%224c1fe-625c64271e4ac-gzip%22	https://themesflat.co/html/autodeal/listing-detail-v1.html	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/listing-detail-v1.html	(from https://themesflat.co/html/autodeal/index.html)
17:34:18	322714/322714	---M-Z	200	added ('OK')	text/html	etag:%224ec9a-625c6427e15cf-gzip%22	https://themesflat.co/html/autodeal/listing-detail-v2.html	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/listing-detail-v2.html	(from https://themesflat.co/html/autodeal/index.html)
17:34:18	328841/328841	---M-Z	200	added ('OK')	text/html	etag:%2250489-625c642938243-gzip%22	https://themesflat.co/html/autodeal/listing-detail-v3.html	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/listing-detail-v3.html	(from https://themesflat.co/html/autodeal/index.html)
17:34:18	313843/313843	---M-Z	200	added ('OK')	text/html	etag:%224c9f3-625c642a0ad67-gzip%22	https://themesflat.co/html/autodeal/listing-detail-v4.html	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/listing-detail-v4.html	(from https://themesflat.co/html/autodeal/index.html)
17:34:18	318029/318029	---M-Z	200	added ('OK')	text/html	etag:%224da4d-625c642b41e09-gzip%22	https://themesflat.co/html/autodeal/listing-detail-v5.html	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/listing-detail-v5.html	(from https://themesflat.co/html/autodeal/index.html)
17:34:18	192348/192348	---M-Z	200	added ('OK')	text/html	etag:%222ef5c-625c640dc56e6-gzip%22	https://themesflat.co/html/autodeal/about-us.html	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/about-us.html	(from https://themesflat.co/html/autodeal/index.html)
17:34:19	91119/91119	---M-Z	200	added ('OK')	text/html	etag:%22163ef-625c64180c926-gzip%22	https://themesflat.co/html/autodeal/faq.html	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/faq.html	(from https://themesflat.co/html/autodeal/index.html)
17:34:19	101818/101818	---M-Z	200	added ('OK')	text/html	etag:%2218dba-625c643a5c248-gzip%22	https://themesflat.co/html/autodeal/pricing.html	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/pricing.html	(from https://themesflat.co/html/autodeal/index.html)
17:34:19	113255/113255	---M-Z	200	added ('OK')	text/html	etag:%221ba67-625c6412e4f92-gzip%22	https://themesflat.co/html/autodeal/compare.html	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/compare.html	(from https://themesflat.co/html/autodeal/index.html)
17:34:20	138455/138455	---M-Z	200	added ('OK')	text/html	etag:%2221cd7-625c641768c04-gzip%22	https://themesflat.co/html/autodeal/dealer-listing.html	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/dealer-listing.html	(from https://themesflat.co/html/autodeal/index.html)
17:34:20	134245/134245	---M-Z	200	added ('OK')	text/html	etag:%2220c65-625c641668a4d-gzip%22	https://themesflat.co/html/autodeal/dealer-detail.html	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/dealer-detail.html	(from https://themesflat.co/html/autodeal/index.html)
17:34:20	97469/97469	---M-Z	200	added ('OK')	text/html	etag:%2217cbd-625c643fb397f-gzip%22	https://themesflat.co/html/autodeal/sale-agents.html	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/sale-agents.html	(from https://themesflat.co/html/autodeal/index.html)
17:34:20	737417/737417	---M-Z	200	added ('OK')	text/html	etag:%22b4089-625c6443817bf-gzip%22	https://themesflat.co/html/autodeal/sale-agents-detail.html	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/sale-agents-detail.html	(from https://themesflat.co/html/autodeal/index.html)
17:34:21	119988/119988	---M-Z	200	added ('OK')	text/html	etag:%221d4b4-625c6415874c8-gzip%22	https://themesflat.co/html/autodeal/dashboard.html	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/dashboard.html	(from https://themesflat.co/html/autodeal/index.html)
17:34:21	94770/94770	---M-Z	200	added ('OK')	text/html	etag:%2217232-625c640f62c46-gzip%22	https://themesflat.co/html/autodeal/blog.html	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/blog.html	(from https://themesflat.co/html/autodeal/index.html)
17:34:22	90618/90618	---M-Z	200	added ('OK')	text/html	etag:%22161fa-625c64110c4f6-gzip%22	https://themesflat.co/html/autodeal/blog-grid.html	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/blog-grid.html	(from https://themesflat.co/html/autodeal/index.html)
17:34:22	107961/107961	---M-Z	200	added ('OK')	text/html	etag:%221a5b9-625c640fe811d-gzip%22	https://themesflat.co/html/autodeal/blog-detail.html	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/blog-detail.html	(from https://themesflat.co/html/autodeal/index.html)
17:34:23	86204/86204	---M-Z	200	added ('OK')	text/html	etag:%22150bc-625c64148d0d2-gzip%22	https://themesflat.co/html/autodeal/contact.html	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/contact.html	(from https://themesflat.co/html/autodeal/index.html)
17:34:24	112974/112974	---M-Z	200	added ('OK')	text/html	etag:%221b94e-625c640e08152-gzip%22	https://themesflat.co/html/autodeal/add-listing.html	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/add-listing.html	(from https://themesflat.co/html/autodeal/index.html)
17:34:26	238259/238259	---M--	200	added ('OK')	image/jpeg	etag:%223a2b3-625c65a3ea92e%22	https://themesflat.co/html/autodeal/assets/images/slider/slide1.jpg	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/assets/images/slider/slide1.jpg	(from https://themesflat.co/html/autodeal/index.html)
17:34:26	4390/4390	---M--	200	added ('OK')	image/png	etag:%221126-625c64cd61a29%22	https://themesflat.co/html/autodeal/assets/images/author/avt-slide.png	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/assets/images/author/avt-slide.png	(from https://themesflat.co/html/autodeal/index.html)
17:34:27	117094/117094	---M-Z	200	added ('OK')	text/html	etag:%221c966-625c6433fbcba-gzip%22	https://themesflat.co/html/autodeal/my-favorite.html	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/my-favorite.html	(from https://themesflat.co/html/autodeal/index.html)
17:34:27	453076/453076	---M--	200	added ('OK')	image/jpeg	etag:%226e9d4-625c65a66b73b%22	https://themesflat.co/html/autodeal/assets/images/slider/slide2.jpg	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/assets/images/slider/slide2.jpg	(from https://themesflat.co/html/autodeal/index.html)
17:34:28	28444/28444	---M--	200	added ('OK')	image/jpeg	etag:%226f1c-625c65052b930%22	https://themesflat.co/html/autodeal/assets/images/car-list/car4.jpg	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/assets/images/car-list/car4.jpg	(from https://themesflat.co/html/autodeal/index.html)
17:34:28	4448/4448	---M--	200	added ('OK')	image/png	etag:%221160-625c64c9eba2e%22	https://themesflat.co/html/autodeal/assets/images/author/8.png	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/assets/images/author/8.png	(from https://themesflat.co/html/autodeal/index.html)
17:34:29	31684/31684	---M--	200	added ('OK')	image/jpeg	etag:%227bc4-625c64ee9fc3b%22	https://themesflat.co/html/autodeal/assets/images/car-list/car13.jpg	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/assets/images/car-list/car13.jpg	(from https://themesflat.co/html/autodeal/index.html)
17:34:29	29699/29699	---M--	200	added ('OK')	image/jpeg	etag:%227403-625c65069b415%22	https://themesflat.co/html/autodeal/assets/images/car-list/car6.jpg	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/assets/images/car-list/car6.jpg	(from https://themesflat.co/html/autodeal/index.html)
17:34:29	6623/6623	---M--	200	added ('OK')	image/png	etag:%2219df-625c64c4d9c43%22	https://themesflat.co/html/autodeal/assets/images/author/16.png	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/assets/images/author/16.png	(from https://themesflat.co/html/autodeal/index.html)
17:34:30	31149/31149	---M--	200	added ('OK')	image/jpeg	etag:%2279ad-625c65080d60a%22	https://themesflat.co/html/autodeal/assets/images/car-list/car8.jpg	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/assets/images/car-list/car8.jpg	(from https://themesflat.co/html/autodeal/index.html)
17:34:30	4374/4374	---M--	200	added ('OK')	image/png	etag:%221116-625c64c5fbcf4%22	https://themesflat.co/html/autodeal/assets/images/author/3.png	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/assets/images/author/3.png	(from https://themesflat.co/html/autodeal/index.html)
17:34:30	32219/32219	---M--	200	added ('OK')	image/jpeg	etag:%227ddb-625c650983e50%22	https://themesflat.co/html/autodeal/assets/images/car-list/car9.jpg	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/assets/images/car-list/car9.jpg	(from https://themesflat.co/html/autodeal/index.html)
17:34:30	6690/6690	---M--	200	added ('OK')	image/png	etag:%221a22-625c64c8c4b5d%22	https://themesflat.co/html/autodeal/assets/images/author/6.png	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/assets/images/author/6.png	(from https://themesflat.co/html/autodeal/index.html)
17:34:31	26174/26174	---M--	200	added ('OK')	image/jpeg	etag:%22663e-625c64ebc25b1%22	https://themesflat.co/html/autodeal/assets/images/car-list/car10.jpg	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/assets/images/car-list/car10.jpg	(from https://themesflat.co/html/autodeal/index.html)
17:34:31	18588/18588	---M--	200	added ('OK')	image/jpeg	etag:%22489c-625c64ed3f76f%22	https://themesflat.co/html/autodeal/assets/images/car-list/car11.jpg	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/assets/images/car-list/car11.jpg	(from https://themesflat.co/html/autodeal/index.html)
17:34:31	5589/5589	---M--	200	added ('OK')	image/png	etag:%2215d5-625c64c45205b%22	https://themesflat.co/html/autodeal/assets/images/author/15.png	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/assets/images/author/15.png	(from https://themesflat.co/html/autodeal/index.html)
17:34:32	25286/25286	---M--	200	added ('OK')	image/jpeg	etag:%2262c6-625c64ed3d447%22	https://themesflat.co/html/autodeal/assets/images/car-list/car12.jpg	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/assets/images/car-list/car12.jpg	(from https://themesflat.co/html/autodeal/index.html)
17:34:32	7939/7939	---M--	200	added ('OK')	image/png	etag:%221f03-625c657114f68%22	https://themesflat.co/html/autodeal/assets/images/partner/partner1.png	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/assets/images/partner/partner1.png	(from https://themesflat.co/html/autodeal/index.html)
17:34:32	855/855	---M--	200	added ('OK')	image/png	etag:%22357-625c657114b80%22	https://themesflat.co/html/autodeal/assets/images/partner/partner2.png	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/assets/images/partner/partner2.png	(from https://themesflat.co/html/autodeal/index.html)
17:34:33	1320/1320	---M--	200	added ('OK')	image/png	etag:%22528-625c657230e70%22	https://themesflat.co/html/autodeal/assets/images/partner/partner3.png	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/assets/images/partner/partner3.png	(from https://themesflat.co/html/autodeal/index.html)
17:34:33	1162/1162	---M--	200	added ('OK')	image/png	etag:%2248a-625c657231e10%22	https://themesflat.co/html/autodeal/assets/images/partner/partner4.png	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/assets/images/partner/partner4.png	(from https://themesflat.co/html/autodeal/index.html)
17:34:33	1980/1980	---M--	200	added ('OK')	image/png	etag:%227bc-625c657355e01%22	https://themesflat.co/html/autodeal/assets/images/partner/partner5.png	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/assets/images/partner/partner5.png	(from https://themesflat.co/html/autodeal/index.html)
17:34:33	2475/2475	---M--	200	added ('OK')	image/png	etag:%229ab-625c657353309%22	https://themesflat.co/html/autodeal/assets/images/partner/partner6.png	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/assets/images/partner/partner6.png	(from https://themesflat.co/html/autodeal/index.html)
17:34:34	25771/25771	---M--	200	added ('OK')	image/jpeg	etag:%2264ab-625c64f019361%22	https://themesflat.co/html/autodeal/assets/images/car-list/car16.jpg	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/assets/images/car-list/car16.jpg	(from https://themesflat.co/html/autodeal/index.html)
17:34:35	3751/3751	---M--	200	added ('OK')	image/jpeg	etag:%22ea7-625c64cc52259%22	https://themesflat.co/html/autodeal/assets/images/author/avt-cm3.jpg	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/assets/images/author/avt-cm3.jpg	(from https://themesflat.co/html/autodeal/index.html)
17:34:35	28387/28387	---M--	200	added ('OK')	image/jpeg	etag:%226ee3-625c64f16d8c4%22	https://themesflat.co/html/autodeal/assets/images/car-list/car17.jpg	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/assets/images/car-list/car17.jpg	(from https://themesflat.co/html/autodeal/index.html)
17:34:36	18441/18441	---M--	200	added ('OK')	image/jpeg	etag:%224809-625c64cdc1956%22	https://themesflat.co/html/autodeal/assets/images/author/avt1.jpg	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/assets/images/author/avt1.jpg	(from https://themesflat.co/html/autodeal/index.html)
17:34:37	23407/23407	---M--	200	added ('OK')	image/jpeg	etag:%225b6f-625c64eea9c64%22	https://themesflat.co/html/autodeal/assets/images/car-list/car14.jpg	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/assets/images/car-list/car14.jpg	(from https://themesflat.co/html/autodeal/index.html)
17:34:37	24799/24799	---M--	200	added ('OK')	image/jpeg	etag:%2260df-625c64f002048%22	https://themesflat.co/html/autodeal/assets/images/car-list/car15.jpg	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/assets/images/car-list/car15.jpg	(from https://themesflat.co/html/autodeal/index.html)
17:34:37	3005/3005	---M--	200	added ('OK')	image/jpeg	etag:%22bbd-625c64cc3c2c8%22	https://themesflat.co/html/autodeal/assets/images/author/avt-cm2.jpg	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/assets/images/author/avt-cm2.jpg	(from https://themesflat.co/html/autodeal/index.html)
17:34:37	36930/36930	---M--	200	added ('OK')	image/png	etag:%229042-625c65508db28%22	https://themesflat.co/html/autodeal/assets/images/img-box/find-car-1.png	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/assets/images/img-box/find-car-1.png	(from https://themesflat.co/html/autodeal/index.html)
17:34:38	30833/30833	---M--	200	added ('OK')	image/png	etag:%227871-625c6550e613d%22	https://themesflat.co/html/autodeal/assets/images/img-box/find-car-2.png	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/assets/images/img-box/find-car-2.png	(from https://themesflat.co/html/autodeal/index.html)
17:34:38	91809/91809	---M--	200	added ('OK')	image/jpeg	etag:%22166a1-625c658819613%22	https://themesflat.co/html/autodeal/assets/images/section/car-review3.jpg	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/assets/images/section/car-review3.jpg	(from https://themesflat.co/html/autodeal/index.html)
17:34:38	352222/352222	---M--	200	added ('OK')	image/jpeg	etag:%2255fde-625c65866268a%22	https://themesflat.co/html/autodeal/assets/images/section/car-review.jpg	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/assets/images/section/car-review.jpg	(from https://themesflat.co/html/autodeal/index.html)
17:34:40	52086/52086	---M--	200	added ('OK')	image/jpeg	etag:%22cb76-625c64dfc5770%22	https://themesflat.co/html/autodeal/assets/images/blog/blog-5.jpg	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/assets/images/blog/blog-5.jpg	(from https://themesflat.co/html/autodeal/index.html)
17:34:40	94447/94447	---M--	200	added ('OK')	image/jpeg	etag:%22170ef-625c64ddf846d%22	https://themesflat.co/html/autodeal/assets/images/blog/blog-3.jpg	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/assets/images/blog/blog-3.jpg	(from https://themesflat.co/html/autodeal/index.html)
17:34:41	34864/34864	---M--	200	added ('OK')	image/jpeg	etag:%228830-625c64dade908%22	https://themesflat.co/html/autodeal/assets/images/blog/blog-2.jpg	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/assets/images/blog/blog-2.jpg	(from https://themesflat.co/html/autodeal/index.html)
17:34:41	2164/2164	---M--	200	added ('OK')	image/png	etag:%22874-625c656a4e51c%22	https://themesflat.co/html/autodeal/assets/images/partner/par1.png	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/assets/images/partner/par1.png	(from https://themesflat.co/html/autodeal/index.html)
17:34:41	1946/1946	---M--	200	added ('OK')	image/png	etag:%2279a-625c656a49ecc%22	https://themesflat.co/html/autodeal/assets/images/partner/par2.png	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/assets/images/partner/par2.png	(from https://themesflat.co/html/autodeal/index.html)
17:34:41	2217/2217	---M--	200	added ('OK')	image/png	etag:%228a9-625c656b6c364%22	https://themesflat.co/html/autodeal/assets/images/partner/par3.png	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/assets/images/partner/par3.png	(from https://themesflat.co/html/autodeal/index.html)
17:34:41	1421/1421	---M--	200	added ('OK')	image/png	etag:%2258d-625c656b6cb34%22	https://themesflat.co/html/autodeal/assets/images/partner/par4.png	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/assets/images/partner/par4.png	(from https://themesflat.co/html/autodeal/index.html)
17:34:42	1739/1739	---M--	200	added ('OK')	image/png	etag:%226cb-625c656c90f0d%22	https://themesflat.co/html/autodeal/assets/images/partner/par5.png	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/assets/images/partner/par5.png	(from https://themesflat.co/html/autodeal/index.html)
17:34:42	1505/1505	---M--	200	added ('OK')	image/png	etag:%225e1-625c656c92e4d%22	https://themesflat.co/html/autodeal/assets/images/partner/par6.png	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/assets/images/partner/par6.png	(from https://themesflat.co/html/autodeal/index.html)
17:34:42	5367/5367	---M--	200	added ('OK')	image/png	etag:%2214f7-625c6563a4ba9%22	https://themesflat.co/html/autodeal/assets/images/logo/logo-footer@2x.png	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/assets/images/logo/logo-footer@2x.png	(from https://themesflat.co/html/autodeal/index.html)
17:34:43	15642/15642	---M--	200	added ('OK')	image/jpeg	etag:%223d1a-625c658dbfeef%22	https://themesflat.co/html/autodeal/assets/images/section/login.jpg	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/assets/images/section/login.jpg	(from https://themesflat.co/html/autodeal/index.html)
17:34:44	36573/36573	---M--	200	added ('OK')	image/jpeg	etag:%228edd-625c658f16b62%22	https://themesflat.co/html/autodeal/assets/images/section/register.jpg	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/assets/images/section/register.jpg	(from https://themesflat.co/html/autodeal/index.html)
17:34:45	37538/37538	---M--	200	added ('OK')	image/jpeg	etag:%2292a2-625c6519325af%22	https://themesflat.co/html/autodeal/assets/images/dashboard/compare1.jpg	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/assets/images/dashboard/compare1.jpg	(from https://themesflat.co/html/autodeal/index.html)
17:34:46	38474/38474	---M--	200	added ('OK')	image/jpeg	etag:%22964a-625c651a5fdf9%22	https://themesflat.co/html/autodeal/assets/images/dashboard/compare2.jpg	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/assets/images/dashboard/compare2.jpg	(from https://themesflat.co/html/autodeal/index.html)
17:34:47	87532/87532	---M--	200	added ('OK')	application/javascript	etag:%22155ec-625c645be20ce%22	https://themesflat.co/html/autodeal/app/js/jquery.min.js	C:/Users/quoct/Desktop/template/cardealer/cardealer/themesflat.co/html/autodeal/app/js/jquery.min.js	(from https://themesflat.co/html/autodeal/index.html)
